cleaned_tweet_text,hashtags,emails
weekend  weekend  coachella,['#Coachella2015'],[]
rt  going make drake bby daddy coachella,['#Coachella2015'],['@whitneyisfierce:']
cue coachella tweets,['#coachella2015'],[]
yall see working coachella laugh me,['#Coachella2015'],[]
lineup ladies gents coachella,['#COACHELLA2015'],[]
going coachella,['#Coachella2015'],['@Jeff__Benjamin']
parquet courts billed swans coachella,['#Coachella2015'],[]
wide selection denim cut offs going hot year  coachella,['#Coachella2015'],['@CarlyCristman']
 lineup here coachella cue flower headband display front  center bannativeheadresses,"['#Coachella2015', '#BANNATIVEHEADRESSES2015']","['""@Forever21:']"
soooo discussing coachella come today_,['#Coachella2015'],['@shannel_lynn']
football ces coachella twitter may splode gotta leave work,"['#CES2015', '#Coachella2015']",[]
coachella lineup coachella,['#Coachella2015'],[]
  lineup here coachella httptcowycsvzmac cue flower headband display front  center hahaha,['#Coachella2015'],"['\x89ÛÏ@kaskade:', '\x89ÛÏ@Forever21:']"
_ rt  else would added coachella lineup talkback httptcovmyrgd,"['#Coachella2015', '#TalkBack']",['@RevoltTV:']
hi  whichwho favorite performer coachella httptcomnlatjqoe,['#Coachella2015'],['@Fergie!']
come coachella posts,['#Coachella2015'],[]
cums rt  lineup here coachella httptcotpkjzzyl,['#Coachella2015'],['@Forever21:']
coachella line tho _,['#Coachella2015'],[]
feelin good savin dough checking coachella scehdule,['#Coachella2015'],[]
rt  coachella jamiexx florence machine ,['#Coachella2015'],"['@wassupkimbo:', '@Drake', '@theweeknd', '@ryanhemsworth', '@FLOSSTRADAMUS,', '@cleanbandit', '@araee_g']"
scratch  people want vip package coachella,['#Coachella2015'],[]
make sure forget post coachella lineup time,['#Coachella2015'],[]
coachella lineup means cant go social media next hrs minimum coachella,['#Coachella2015'],[]
__c lineup here coachella httptcosedvlwyi,['#Coachella2015'],['_ÙÔÛ_ÙÔÛc\x89ÛÏ@Forever21:']
rt  broke ass bitches hating coachella hahaha sit _ coachella iwannago,"['#Coachella2015', '#Iwannago']",['@ttthalz:']
drake acdc jack white headline coachella httptcoqehvpyemz,['#Coachella2015'],[]
hey drizzy voice generation u please wear freepalestine tshirt coachella raise awareness,"['#FreePalestine', '#Coachella2015']",['@Drake']
rt  coachella lineup __ coachella,['#Coachella2015'],['@AlexKaitlin:']
rt  quoted storify story fans and haters react coachella httptco_,"['#Storify', '#Coachella2015']","['@LANGMarMendoza:', '@lioneesssssss', '@RahKnee']"
coachella lineup acdc drake headliner  steely dan full lineup httptconnkcsut,['#Coachella2015'],[]
 days still totally heard first coachella,['#Coachella2015'],"['@coachella', '@Drake']"
whos going coachella ,['#Coachella2015'],[]
check coachella line up music amp mash luda httpstcotfncngbre wordpress newmusic,"['#Coachella2015', '#luda', '#wordpress', '#newmusic']",['@venusamormusic']
acdc steely dan field stars need kegger camaro back high school coachella,['#Coachella2015'],[]
acdc done set angus young gonna jam chemical brothers rave tent coachella,"['#acdc', '#Coachella2015']",[]
may snowing nyc countdown festival season already begun official coachella announcement httptcovdbprryb,['#Coachella2015'],[]
coachella  acdc steely dan drake among headliners coachella lineup httptcokotpiq,['#Coachella2015'],[]
steely dan coachella coachella yachtmagic,"['#Coachella2015', '#yachtmagic']",[]
artists remotely interested seeing coachella lineup amp,['#Coachella2015'],"['@Raekwon', '@GhostfaceKillah', '@ActionBronson', '@theweeknd']"
hear coaches line up weekend going jarphotography coachella_ httptcokuqeqidu,"['#jarphotography', '#coachella2015']",[]
coachella lineup announced httptcoajpgprzl via socialinthecity musicfestivals summer,"['#Coachella2015', '#SOCIALintheCITY', '#musicfestivals', '#Summer2015']",['@pitchfork']
want cry interpol brand new coachella,['#Coachella2015'],[]
everyone talking coachella sudden coachella,['#Coachella2015'],[]
oh god done coachella,['#Coachella2015'],['@coachella']
steely dan spoon coachella,['#Coachella2015'],[]
 rt  see coachella,['#Coachella2015'],['@Raekwon:']
drake brand new day tempting good enough coachella,['#Coachella2015'],[]
coachella diet begins httptcopmvkfbg,['#Coachella2015'],[]
rock please pay upward  wristband vip parking coachella,['#Coachella2015'],[]
coachella lineup httptcoxjtysoav,['#Coachella2015'],[]
 __ rt  whos responsible ___ coachella httptcoggedssqqh___________,['#Coachella2015'],"['\x89ÛÏ@RonnieSnark:', '@Raury:']"
coachella lineup here httptcovcojxhei,['#Coachella2015'],[]
ladies gentlemen coachella httptcopnccpru,['#coachella2015'],[]
coachella lineup announced tickets go sale tomorrow httptcoonstrwkn coachella lineup,"['#Coachella2015', '#lineup']","['@alyssareeeneee', '@Ahhferuhh']"
rt  quoted storify story fans and haters react coachella http_,"['#Storify', '#Coachella2015']","['@LANGMarMendoza:', '@Senjougayhara', '@nxne', '@titoymoi']"
quoted storify story fans and haters react coachella httptcocvwztsz,"['#Storify', '#Coachella2015']","['@lioneesssssss', '@RahKnee']"
quoted storify story fans and haters react coachella httptcocvwztsz,"['#Storify', '#Coachella2015']","['@softest_hard', '@ThatMetalShow']"
quoted storify story fans and haters react coachella httptcocvwztsz,"['#Storify', '#Coachella2015']","['@Senjougayhara', '@nxne', '@titoymoi']"
rt  whos going weekend  coachella,['#Coachella2015'],['@MattManookian:']
 lineup here coachella httptcoabgsqhbcze __,['#Coachella2015'],['\x89ÛÏ@Forever21:']
pretty please come phoenix coachella stops thanks _,['#Coachella2015'],['@Charles_Bradley']
rt  coachella line tho,['#Coachella2015'],['@krystlmlgz:']
 see coachella brb planning road trip,['#Coachella2015'],['\x89ÛÏ@Raekwon:']
trying think artists expecting see coachella lineup cant really think anyone,['#Coachella2015'],[]
someone please explain tickets sale tomorrow general admission already sold out coachella,['#Coachella2015'],[]
 used tweet story coachella httptcorsuuncot,['#Coachella2015'],['.@levonisms']
roadie coachella treatmeright httptcofkizopk,"['#Coachella2015', '#TreatMeRight']","['@MitchDawson', '@hoagietweets', '@keysnkrates']"
coachella lineup announced scale    jealous you httptcobiwwzprpm,['#Coachella2015'],[]
 lineup here coachella httptcolshdfnqg,['#Coachella2015'],"['\x89ÛÏ@Forever21:', '@cintiaIy', '@nthhn']"
headlining ovoempire coachella,"['#OVOEmpire', '#Coachella2015']",['@Drake']
would go see two acts axwellingrosso amp weekend coachella,['#Coachella2015'],[]
reactions coachella carpoolchella frenchella notthisyearforme  indio ca httptcoyuwlkltff,"['#coachella2015', '#carpoolchella', '#frenchella', '#notthisyearforme']",['@']
omg coachella lineup tho unreal,"['#coachella2015', '#unreal']",[]
 lineup here coachella httptcohwtmfisk __,['#Coachella2015'],"['\x89ÛÏ@Forever21:', 'http://t.co/hw3Tmf0IsK\x89Û\x9d@_madddddie']"
rt  kim jong poon unreachable coachella coachella,"['#coachella2015', '#coachella']",['@thekevinryder:']
top acts coachella tame impala ratatat mac demarco father john misty brand new flying lotus angus amp julia stone,['#Coachella2015'],[]
drake gonna bring allstar guest list perform like pharrell last year epic coachella,"['#Epic', '#coachella2015']",[]
coachella lineup revealed acdc drake amp jack white headlining httptcodrniimyndj via,['#Coachella2015'],['@billboard']
rt  breaking news jackwhite headline coachella httptcoxwowjtz httptcosmgelwi_,"['#JackWhite', '#Coachella2015']","['@LANGMarMendoza:', '@acdc', '@Drake', '@coachella']"
coachella saturday jack white  weeknd  altj  ratatat  flosstradamus  sbtrkt  run jewels  tycho  chet faker  toro amp moi,['#Coachella2015'],[]
matter people complain ya line then coachella,['#coachella2015'],[]
actually serious coachella lineup,['#Coachella2015'],"['@OliverHeldens', '@Drake', '@theweeknd', '@KygoMusic', '@cleanbandit', '@RAC', '@MarcKinchen']"
kim jong poon unreachable coachella coachella,"['#coachella2015', '#coachella']",[]
coachella lineup announced httptcoydegnelcai,['#Coachella2015'],[]
coachella lineup announced httptcoajgxku,['#Coachella2015'],[]
maybe make peace coachella,['#Coachella2015'],"['@AZEALIABANKS', '@ActionBronson']"
kansas whos taking me coachella coachella willbeyoursexslave,"['#coachella', '#Coachella2015', '#willbeyoursexslave']",[]
coachella lineup ___,['#Coachella2015'],[]
 whos responsible ___ coachella httptcozwytzmdgq crying omg,['#Coachella2015'],['\x89ÛÏ@Raury:']
coachella friday tame impala  interpol  fliyng lotus  cloud nothings,['#Coachella2015'],[]
acdc headlining night one coachella sure ,['#Coachella2015'],[]
 here httptcooahsovkci coachella httptcoixogxjrwr,['#Coachella2015'],['@coachella']
coachella headline,['#Coachella2015'],['@Drake']
coachella lineup announced tix sale tomorrow noon pst httptcocwqqbetze,['#Coachella2015'],[]
rt  line coachella coachella httptcokxwtoudbb,['#Coachella2015'],['@HippyWolfPro:']
 coachella lineup announced thoughts coachella httptcocllhhoihfy,['#Coachella2015'],[]
  perform httptcohjecfkybbk coachella httptcojjfiirbet,['#Coachella2015'],"['\x89ÛÏ@XXL:', '.@Drake,', '@runjewels', '@coachella']"
  perform httptcohjecfkybbk coachella httptcojjfiir,['#Coachella2015'],"['\x89ÛÏ@XXL:', '.@Drake,', '@runjewels', '@coachella']"
new halloffame class announced coachella lineup rip twitter,"['#HallofFame', '#Coachella2015']",[]
drake headine coachella also acdc jackwhite others httptcokduceyxi,"['#Drake', '#Coachella2015', '#ACDC', '#JackWhite']",[]
lineup tho  coachella httptcopgflgskfm,['#Coachella2015'],[]
seems like pretty much edm justify going coachella anymore coachella,['#Coachella2015'],[]
line coachella coachella httptcokxwtoudbb,['#Coachella2015'],[]
coachella lineup acdc jack white drake steely dan fka twigs  altj vic mensa httptcoplycbioo,['#Coachella2015'],[]
woof rt  oh snap coachella headliners include jack white acdc drake httptcosmhcmlwuu httptcobkrbnpwqw,['#Coachella2015'],['@barbarachai:']
 lineup here coachella httptcoqihhkbsu,['#Coachella2015'],['\x89ÛÏ@Forever21:']
rt  drake one coachella headliners nowyouknow httptcoirlclcfpv,"['#Drake', '#Coachella2015', '#NowYouKnow']",['@Miss_Pina:']
 lineup here coachella httptcokosmssswoy _,['#Coachella2015'],['\x89ÛÏ@Forever21:']
coachella line up httptcoouavhosmxw,['#Coachella2015'],[]
coachella lineup false heres real one httptcozsllwkfiyh,['#Coachella2015'],[]
announces line up tix sale tomorrow httptcoqelwrwtxe coachella,['#Coachella2015'],['@coachella']
thing coachella,['#Coachella2015'],['@ratatatmusic']
even coachella lineup,['#Coachella2015'],[]
wants go coachella ,['#Coachella2015'],[]
 thoughts coachella lineup httptcovlwarwgvdm __,['#Coachella2015'],['\x89ÛÏ@FreeConcerts:']
playing coachella ,['#Coachella2015'],['@JoyceManor']
variety coachella,['#Coachella2015'],[]
 waiting for _ coachella httptcokprvgzhfja anyone lets goo __,['#Coachella2015'],"['\x89ÛÏ@PacSun:', '@coachella']"
season begun coachella,['#coachella2015'],[]
coachella lineup here,['#Coachella2015'],[]
lil b making comeback coachella,['#coachella2015'],[]
rt  coachella music festival  lineup poster httpstcoexkyulpagi coachella coachella coachellalineup indi_,"['#Coachella2015', '#Coachella15', '#CoachellaLineup', '#indi']",['@MichelleOhMama:']
coachella lineup announced httptcozerovmcl,['#Coachella2015'],[]
rt  mean coachella zzzzzzzzzzzzzzzzzzzzzzzz,"['#Coachella2015', '#ZzzzzzZzzzzzzzzZzzzzzzzz']",['@briangasparek:']
fact playing coachella gives hope also ,['#Coachella2015'],"['@brandnewrock', '@aclfestival.']"
___  bruh rt  whos responsible ___ coachella httptcowppjwzrkn,['#Coachella2015'],"['""@RDJordan5:', '@Raury:']"
whos responsible ___ coachella ________,['#Coachella2015'],['@Kel_B_Rich14']
whos responsible ___ coachella _,['#Coachella2015'],['@nalaknip']
coachella lineup tho httptcolbaakzmg,['#Coachella2015'],[]
hold on staying home coachella,['#Coachella2015'],[]
petition play coachella,['#Coachella2015'],['@lights']
 whos responsible ___ coachella httptcovzgpzfkl,['#Coachella2015'],"['\x89ÛÏ@Raury:', 'http://t.co/V4zgpz8fkL\x89Û\x9d@Marakittyy']"
trading weekend  pass weekend  pass rt coachella,"['#RT', '#Coachella2015']",[]
knew made coachella line up gonna people flipping one,['#Coachella2015'],[]
soo week  pass anyone trade week  coachella,['#Coachella2015'],[]
acdc jack white steely dan brand new st lucia many more faaack coachella,['#Coachella2015'],[]
 whos responsible ___ coachella httptcoptgdkqtbq lol,['#Coachella2015'],['\x89ÛÏ@Raury:']
going coachella httptcovwnjcgjil,['#Coachella2015'],[]
leave yo girl home drizzy itsdrizzy coachella,"['#itsdrizzy', '#Coachella2015']",['@ComplexMag']
coachella happening,['#Coachella2015'],[]
coachella ticketsnot sure care go less pretentious deserves vacation time httptcokalyrdfo,['#coachella2015'],['@Hangoutfest']
really rich seen tweet special prize get buy ticket coachella congrats,"['#Coachella2015', '#congrats']",[]
think andor localchella april coachella artists come town,['#Coachella2015'],"['@BakersfieldFox', '@RabobankArena']"
coachellalineuppostday coachella lineup drizzy httptcokwsxqbzb,"['#Coachella2015', '#lineup', '#drizzy']",[]
photo coachella  line announced coachella coachella httptcoeybhage,"['#coachella', '#coachella2015']",[]
hope drake aware artist playing coachella coachella,['#Coachella2015'],[]
rt  oh snap coachella headliners include jack white acdc drake httptcolvibhymejb httptcolfrzftiuw,['#Coachella2015'],['@barbarachai:']
rt  work done today coachella,['#Coachella2015'],['@zach_graham21:']
work done today coachella,['#Coachella2015'],[]
coachella lineup announced httptcoqtdiiqm,['#Coachella2015'],[]
luckily buy  jack white tickets coachella,['#Coachella2015'],[]
go go question coachella,['#Coachella2015'],[]
 lineup here coachella httptcocjzkokcvxz,['#Coachella2015'],['\x89ÛÏ@Forever21:']
clean bandit saturday  wit coachella,['#Coachella2015'],[]
saturday lineup though coachella httptcokitmiy,['#Coachella2015'],[]
still january people already hyped coachella wow,['#Coachella2015'],[]
rt  real countdown begins coachella httptcoshhdgduvs,['#Coachella2015'],['@czarinas_:']
rt  rt  whos responsible ___ coachella httptcovdvnnqyty,['#Coachella2015'],"['@RIPjustus:', '@Raury:']"
well coachella lineup looks incredibly mediocre,['#Coachella2015'],[]
 lineup here coachella httptconiexnzxk tyler ampamp flying lotus ____________,['#Coachella2015'],['\x89ÛÏ@Forever21:']
rt  coachella announces lineup coachella httptcowlhloyxbfc,"['#Coachella', '#Coachella2015']","['@NW_Music_Scene:', '@coachella']"
begins saakeee coachella_ httptcofpyqpng,['#Coachella2015'],"['@mynamesmichael', '@ellenfavale', '@madisonbaxter', '@rhiannonbaxter']"
there coachella coachella httptcowzvultgvh,"['#Coachella', '#Coachella2015']",[]
coachella lineup announced httptcodcxtoagy coachella coachellalineup,"['#Coachella2015', '#coachellalineup']",[]
drizzyyyyy ______ lineup here coachella httptcowtbihcnlnc,['#Coachella2015'],"['_Ù÷__Ù÷__Ù÷_""@Forever21:']"
 lineup here coachella httptcoffujpai anyone wanna go,['#Coachella2015'],['\x89ÛÏ@Forever21:']
 coachella lineup httptcobfyajhnq,['#Coachella2015'],"['\x89ÛÏ@BeaconDailyBeat:', '@SierraLeonee_']"
mom knows whats coachella httptcopnoiirnpfa,['#coachella2015'],[]
coachellalineup rules coachella,"['#coachellalineup', '#Coachella2015']",['@coachella']
looking coachella lineups,['#Coachella2015'],[]
people think lineup coachella,['#Coachella2015'],[]
circa survive interpol fka twigs bad religion madeon ________________ coachella,['#Coachella2015'],[]
coachella lineup announced small print,['#Coachella2015'],"['@StP_BrokenBones', '@Built_2_Spill', '@pandabear']"
lt coachella lineup httptcoowhtxoe,['#Coachella2015'],"['@PandaBear', '@TameImpala', '@ratatatmusic', '@warondrugsjams', '@ISO50', '@GlassAnimals', '@FlyingLotus']"
boyfriend texts excited steely dan playing coachella apparently ,['#Coachella2015'],[]
 coachella lineup here see whos playing april httptcoqepeqdxom httptcoqvdwlb,['#Coachella2015'],"['""@MyDesert:', '@Coachella']"
wonder whos hologram make appearance coachella,['#Coachella2015'],[]
action bronson azealie banks day first onstage twitter beefing performance coachella,['#Coachella2015'],[]
lol brand new joyce manor touch amore opening drake coachella,['#Coachella2015'],[]
wheres  coachella,['#Coachella2015'],"['@JessieWare', '@robynkonichiwa']"
nothing really surprising thought would big surprise kick summer tour coachella,['#Coachella2015'],"['@radiohead', '@coachella']"
noanalafronopeace rt  wait anal afro  httptcokbxrvrp coachella,"['#NoAnalAfroNoPeace', '#Coachella2015']",['@thekevinryder:']
also missed coachella lineup announcement here httptcosvsieyn,['#Coachella2015'],[]
coachelllaaaa httptcozwpzlxyq coachella lineup via,"['#coachella2015', '#lineup']",['@kroq']
coachella lineup out check headliners coachella drake acdc coachella coachellafest httptcoetdkiqkku,"['#Coachella', '#drake', '#acdc', '#coachella2015', '#coachellafest']",[]
 legged dirt bike coachella,['#Coachella2015'],[]
coachella le pire line,['#coachella2015'],[]
chicken wing tornado coachella,['#Coachella2015'],[]
dance music taking america storm coachella coachella,"['#coachella', '#Coachella2015']",[]
decent lineup many music festivals little time and money coachella lineup details httptcobwsvjazn via,['#Coachella2015'],['@kroq']
is years coachella lineup __ coachella rockshow rock rockandroll_ httptcoqvlbbzvxh,"['#coachella2015', '#rockshow', '#rock', '#rockandroll']",[]
still trying make tyler creature happen coachella,['#Coachella2015'],[]
everyones freaking ride playing coachella saw em  holy fuck old coachella coachella coachellalineup,"['#coachella', '#Coachella2015', '#coachellalineup']",[]
guys seen coachella line up counting days til april iheartraves musicislove httptcovvrqwotr,"['#Coachella2015', '#iheartraves', '#musicislove']",[]
get full  lineup details now tickets sale tomorrow pm coachella coachella httptcorhdlcmtr,"['#coachella', '#coachella2015']",['@coachella']
time reread magnifying glass now coachella,['#Coachella2015'],['@coachella']
coachella line httptcocfwrmnv,['#Coachella2015'],[]
repost repostappcoachella httptcontbqdrehih,"['#Repost', '#coachella2015']",['@urbmag']
get full  lineup details now tickets sale tomorrow pm coachella coachella httptconnytbpguq,"['#coachella', '#coachella2015']",['@coachella']
realized even though nero big enough second line coachella band use bc someone took,['#Coachella2015'],"['@NeroUK', '@Nero']"
also desaparecidos oh god oh fucking god coachella,['#Coachella2015'],[]
lineup released declined invitation play coachella music festival sorry maybe next year,['#Coachella2015'],[]
tickets day   pretty please coachella httptcocjjoukrouw,['#coachella2015'],[]
coachella lineup out kinda underwhelmed maybe seeking new music lately httptcotaunayzpcc,['#Coachella2015'],[]
drake coachella ayfkm,"['#Coachella2015', '#ayfkm']",[]
ehh rt  thoughts coachella lineup httptcotpvkhzlnfx,['#Coachella2015'],['@FreeConcerts:']
coachella announced talk  it whos going_ httptcoamfbnwntxs,['#Coachella2015'],[]
coachella jamiexx florence machine ,['#Coachella2015'],"['@Drake', '@theweeknd', '@ryanhemsworth', '@FLOSSTRADAMUS,', '@cleanbandit', '@araee_g']"
 lineup out whos going httptcofwjeeuoe coachella heydrake,"['#Coachella2015', '#HeyDrake']",['@coachella']
really coachella ,['#coachella2015'],['@AZEALIABANKS']
acdc jack white drake headline coachella httptconvptocg,['#Coachella2015'],[]
acdc jackwhite amp drake headline coachella  music festival httptcofmgbtaxxu coachella coachella coachellalineup us cali,"['#JackWhite', '#coachella', '#Coachella2015', '#coachellalineup', '#US', '#cali']",[]
literally cant even right now coachella  rt httptcooxtqfdloa httptcotormmcmzfm,['#Coachella2015'],['\x89ÛÏ@coachella:']
real tho coachella coachellalineup coachella httptcopduurwcu,"['#coachella', '#coachellalineup', '#Coachella2015']",[]
whimper coachella httptcortdsmpr,['#Coachella2015'],[]
coachella line out repeat coachella lineup ____ httptcouozpaggz,['#coachella2015'],[]
coachella lineup announced ingrosso defjam coachella httptcouvaujjak,"['#Coachella', '#DefJam', '#Coachella2015']","['@Axwell', '@alesso']"
lineup httptcoltumokdcv coachella,['#Coachella2015'],['@coachella']
line jackwhite acdc drake steelydan httptcolveqitkuo coachella whos going april  april ,"['#jackwhite', '#acdc', '#drake', '#steelydan', '#Coachella2015']",['@coachella']
appears may coachella lineup coachella coachella coachella httptcoulfrgtwgsl,"['#Coachella', '#Coachella2015', '#Coachella15']",[]
coachella dub thee danchella thedan,"['#Coachella2015', '#DanChella2015', '#TheDan']",[]
need matching drake shirts coachella,['#coachella2015'],['@fullbonez']
woah legit coachella httptcocximkvl,['#Coachella2015'],['@puffgodOG']
oh god coachella httptcoigmfodkkz,['#Coachella2015'],[]
coachella lineup posted coachella  httptcohoixtvfu,"['#Coachella2015', '#Coachella', '#2015']",[]
lil b sunday coachella,['#Coachella2015'],[]
coachella lineup announced acdc jack white drake headline festival httptcopunrtzlv,['#Coachella2015'],[]
coachella released httptcomzckcso,['#coachella2015'],[]
rt   would occasionally check httptcobxalxobr coachella lineup thats me _,['#Coachella2015'],"['@jeremystephen:', '\x89ÛÏ@thekevinryder:']"
rt  coachella lineup preview coachella coachellalineup httptcottaqzkshy,"['#Coachella2015', '#coachellalineup']","['@IrwinElGrande:', '@coachella']"
really coachella,['#Coachella2015'],"['@thekevinryder', '@clydetombaugh']"
coachella lineup preview coachella coachellalineup httptcottaqzkshy,"['#Coachella2015', '#coachellalineup']",['@coachella']
rt  festival season horizon amp tips httptcovorchnkfly bonnaroo coachella lo_,"['#Bonnaroo', '#Coachella2015', '#Lo']","['@SilentEyedStorm:', '@FestivalLawyer']"
rt  coachella  ios app available download now poster announcement imminent goosebumps coachella musi_,"['#goosebumps', '#Coachella2015', '#musi']",['@carlosolin:']
turned kroq  pasadena said expect details tonight coachella season,['#Coachella2015'],[]
iron maiden headline coachella  coachella,['#Coachella2015'],[]
coachella would like spoon swans cold war kids please thank you,['#Coachella2015'],[]
ok like said earlier official lineup drops wanted share yall coachella httptcoocezpzt,['#Coachella2015'],['@coachella']
coachella coming soon httptcofsqhpfmbq,['#Coachella2015'],[]
rt  socoachella lineupcome come wherever,['#Coachella2015'],['@pgunn24:']
lol porter robison instad pic looks like lineup poster background httptcomalnznji coachella,['#Coachella2015'],['@iammikedup']
rt  anyone else camping coachella  let knoooow neighbors coachella camping coachellapredictions,"['#Coachella2015', '#Coachella', '#camping', '#coachellapredictions']",['@ISlapButtCheeks:']
rt  acdc coachella,['#Coachella2015'],['@Barron_1225:']
rt  coachella lineup announcement week hunch httptcolwuyhnu coachella_,['#coachella2015'],"['@carlosolin:', '@FooFighters', '@Avicii', '@Pharrell']"
ahhh anticipation waiting see years lineup driving crazy coachella aimingforweekend httptcotyybddc,"['#Coachella2015', '#AimingForWeekend1']",[]
ugh broke sucks coachella only itstheplaceb,"['#Coachella2015', '#only400', '#itstheplace2b']",[]
rt  song one favourite bands would go coachella brave hipsters them httpstco_,['#Coachella2015'],['@Dekashoko:']
oh well line sucks anyway  bitter coachella,['#coachella2015'],[]
learned lesson today lost coachella tickets account already,['#Coachella2015'],[]
insane line coachella httptcojdyzfec,['#Coachella2015'],['@coachella']
everyone freaking coachella line up drooling ultra line _,"['#Coachella2015', '#Ultra2015']",[]
pretty devo coachella already sold out,['#Coachella2015'],[]
last year vowed would go coachella  ugh maybe next year _,['#Coachella2015'],[]
coachella line mehnot excited go since already bought ticket guess,['#Coachella2015'],[]
rt  cares coachella lineup wanna know warpedtour  full lineup,"['#Coachella2015', '#warpedtour']",['@lizisnotsexy:']
coachellatickets coachella hate httptcompzxnyrza,"['#Coachellatickets', '#Coachella2015']",[]
unavailable ass pffft lol coachella,['#Coachella2015'],[]
coachella tickets sold    ___ coachella coachellatickets coachella,"['#coachella', '#Coachellatickets', '#Coachella2015']",[]
awkward moment govball lineup better coachella lineup new york   california  ,"['#GovBall2015', '#Coachella2015']",[]
coachella weak son whathappenedthisyear,"['#Coachella2015', '#WhatHappenedThisYear']",['@mingusvindaloo']
rt  impressed line coachella,['#Coachella2015'],['@moe761:']
thanks coachella crushing dreams httptcorycobapgw,['#Coachella2015'],[]
like half hipsters world gotten fashions steely dan coachella,['#Coachella2015'],[]
weekend  passes longer available  worst words ever read ripme coachella,"['#ripme', '#Coachella2015']",[]
wow coachella tickets sold  minutes fuckin craaay,['#Coachella2015'],[]
going carolinarebellion  awesome awesome lineup much better coachella,"['#CarolinaRebellion', '#Coachella2015']",[]
rt   devices going group one got in wtf coachella,['#Coachella2015'],['@MeltonKendall:']
fuck everyone waiting lobby page made bought coachella tickets bummed _ notmyyeartodrakeout,"['#Coachella2015', '#notmyyeartoDrakeout']",[]
 devices going group one got in wtf coachella,['#Coachella2015'],[]
rt   lineup here coachella httptcohwtmfisk __,['#Coachella2015'],"['@naturallytran:', '\x89ÛÏ@Forever21:', 'http://t.co/hw3Tmf0IsK\x89Û\x9d@_madddddie']"
damn got standby page tix already sold out figuratively let put tip coachella,['#Coachella2015'],[]
anyone going coachella  whats deal camping available buy bit crap already pass,['#Coachella2015'],['@coachella']
rt  wish could go sooo bad coachella,['#Coachella2015'],['@Melliaa23:']
coachella already sold out wtf,['#Coachella2015'],[]
final decision coahella head dress everything coachella,['#Coachella2015'],[]
coachella festival scams thousands amp thousands purchasing unwanted  shuttle passes scam,['#Coachella2015'],[]
acdc headlining friday playing likes tame impala eff coachella,['#Coachella2015'],[]
holly shit expansive coachella,['#Coachella2015'],[]
cant even secure ticket weekend  coachella  frustrating,['#Coachella2015'],[]
rt  coachella lineup lookin terrible ready see lineups waka roo __,['#coachella2015'],['@mirandagreenway:']
 minutes release coachella still sold outdid something wrong drake acdc combo,['#Coachella2015'],[]
anyone getting coachella tickets yet page standby,['#Coachella2015'],[]
lineup coachella leaves lot desired,['#Coachella2015'],[]
years coachella line nuts may attend see freaky parking lot is coachella coachellalineup,"['#Coachella', '#Coachella2015', '#Coachella2013lineup']",[]
worst coachella httptcotyjbkerw,['#Coachella2015'],[]
rt  slightly painful look at_ coachella httptcobwzmjnr,['#Coachella2015'],['@virginiaak:']
someone purchase coachella tickets time wait shit,['#Coachella2015'],[]
stress looks like fuck coachella needthesepasses httptcogdgevuwiu,"['#fuck', '#Coachella2015', '#needthesepasses']",['@coachella']
oh noooo standby page coachella httptcobjkvimitu,['#Coachella2015'],[]
slightly painful look at_ coachella httptcobwzmjnr,['#Coachella2015'],[]
really upset coachella lineup gives chance find favorite artists,['#coachella2015'],[]
dear coachella heart attack purchasing tickets coachella shitmypants,"['#Coachella2015', '#shitmypants']",[]
waiting standby page like slow death__coachella httptcojqcgxoedn,['#Coachella2015'],[]
coachella waiting room last  minutes,['#Coachella2015'],[]
closest ever get feeling defusing bomb waiting standby page coachella tickets coachella,['#Coachella2015'],[]
acdc got name back vacuum cleaner vacuum cleaners allowed coachella acdc coachella,"['#ACDC', '#Coachella2015']",['@TheEllenShow']
else feeling pain coachella httptcogogviqdnl,['#Coachella2015'],[]
selling two ga weekend  coachella tickets ___,['#Coachella2015'],[]
ughstill standby page coachella tickets,['#Coachella2015'],[]
yall think making  scalping ruins experiences coachella coachellatickets,"['#Coachella2015', '#Coachellatickets']",[]
 fuck coachella,['#Coachella2015'],[]
rt  may lord us coachella,['#Coachella2015'],['@a_mattes:']
still freaking fuck coachella lineup though coachella,['#Coachella2015'],[]
need stress coachella tickets presaled shit coachella,"['#Coachella', '#Coachella2015']",[]
dont see lineup coachella coachellaneedscalvin,"['#Coachella2015', '#CoachellaNeedsCalvin']","['@coachella', '@CalvinHarris']"
coachella death metalsludge bands go coachella,['#Coachella2015'],[]
rt  sad sad sad sad sad day today coachella broke af,"['#Coachella2015', '#broke', '#af']",['@OhDearCrystal:']
sad sad sad sad sad day today coachella broke af,"['#Coachella2015', '#broke', '#af']",[]
really hoping big krit amp frank ocean would apart coachella,['#Coachella2015'],[]
moment silence coachella lineup fml _ httptcohvkgdcli,['#Coachella2015'],[]
rt  first coachella govballnyc drake headliner httptcooaosoqekj,"['#Coachella2015', '#GovBallNYC']",['@2DOPEposts:']
ngl coachella looks fucking sick,['#Coachella2015'],[]
deadmau shows plays nothing soundclown songs hour blogosphere literally implodes coachella,['#Coachella2015'],[]
rt  coachella lineup extremely disappointing year,['#Coachella2015'],['@AntoineMcGuinn:']
coachella lineup extremely disappointing year,['#Coachella2015'],[]
