coachella_sentiment,coachella_yn,name,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone,hashtags,emails,text_no_usernames,text_no_links,text_ascii,text_lower,text_no_stopwords,text_no_digits,text_no_specials
neutral,yes,avmonkey,0,Then after #acdc is done with their set Angus Young is gonna jam with The Chemical Brothers in the rave tent #Coachella2015,,1/6/15 11:46,5.52552e+17,you wish,,"['#acdc', '#Coachella2015']",[],Thenafter#acdcisdonewiththeirsetAngusYoungisgonnajamwithTheChemicalBrothersintheravetent#Coachella2015,Thenafter#acdcisdonewiththeirsetAngusYoungisgonnajamwithTheChemicalBrothersintheravetent#Coachella2015,Thenafter#acdcisdonewiththeirsetAngusYoungisgonnajamwithTheChemicalBrothersintheravetent#Coachella2015,thenafter#acdcisdonewiththeirsetangusyoungisgonnajamwiththechemicalbrothersintheravetent#coachella2015,thenafter#acdcisdonewiththeirsetangusyoungisgonnajamwiththechemicalbrothersintheravetent#coachella2015,thenafter#acdcisdonewiththeirsetangusyoungisgonnajamwiththechemicalbrothersintheravetent#coachella,thenafteracdcisdonewiththeirsetangusyoungisgonnajamwiththechemicalbrothersintheravetentcoachella
neutral,yes,mattostrower,0,It may be snowing in NYC but countdown to festival season has already begun. Official #Coachella2015 announcement:  http://t.co/3V8dBpRRyB,"[0.0, 0.0]",1/6/15 11:46,5.52552e+17,NYC,Eastern Time (US & Canada),['#Coachella2015'],[],ItmaybesnowinginNYCbutcountdowntofestivalseasonhasalreadybegun.Official#Coachella2015announcement:http://t.co/3V8dBpRRyB,ItmaybesnowinginNYCbutcountdowntofestivalseasonhasalreadybegun.Official#Coachella2015announcement:,ItmaybesnowinginNYCbutcountdowntofestivalseasonhasalreadybegun.Official#Coachella2015announcement:,itmaybesnowinginnycbutcountdowntofestivalseasonhasalreadybegun.official#coachella2015announcement:,itmaybesnowinginnycbutcountdowntofestivalseasonhasalreadybegun.official#coachella2015announcement:,itmaybesnowinginnycbutcountdowntofestivalseasonhasalreadybegun.official#coachellaannouncement:,itmaybesnowinginnycbutcountdowntofestivalseasonhasalreadybegunofficialcoachellaannouncement
neutral,yes,Marlena_Turner,0,"Coachella 2015: AC/DC, Steely Dan, Drake among headliners! #Coachella2015 lineup http://t.co/Kot049pI0Q",,1/6/15 11:45,5.52552e+17,"Atlanta, GA",,['#Coachella2015'],[],"Coachella2015:AC/DC,SteelyDan,Drakeamongheadliners!#Coachella2015lineuphttp://t.co/Kot049pI0Q","Coachella2015:AC/DC,SteelyDan,Drakeamongheadliners!#Coachella2015lineup","Coachella2015:AC/DC,SteelyDan,Drakeamongheadliners!#Coachella2015lineup","coachella2015:ac/dc,steelydan,drakeamongheadliners!#coachella2015lineup","coachella2015:ac/dc,steelydan,drakeamongheadliners!#coachella2015lineup","coachella:ac/dc,steelydan,drakeamongheadliners!#coachellalineup",coachellaacdcsteelydandrakeamongheadlinerscoachellalineup
neutral,yes,djchristyle,0,STEELY DAN. Coachella. #Coachella2015 #yachtmagic,,1/6/15 11:45,5.52552e+17,"Bellevue, WA",Alaska,"['#Coachella2015', '#yachtmagic']",[],STEELYDAN.Coachella.#Coachella2015#yachtmagic,STEELYDAN.Coachella.#Coachella2015#yachtmagic,STEELYDAN.Coachella.#Coachella2015#yachtmagic,steelydan.coachella.#coachella2015#yachtmagic,steelydan.coachella.#coachella2015#yachtmagic,steelydan.coachella.#coachella#yachtmagic,steelydancoachellacoachellayachtmagic
neutral,yes,AlainJimenez4,0,The only artists I'm remotely interested in seeing from the #Coachella2015 lineup are @Raekwon @GhostfaceKillah @ActionBronson &amp; @theweeknd,,1/6/15 11:45,5.52551e+17,(562) (714) (310) (818),Pacific Time (US & Canada),['#Coachella2015'],[],TheonlyartistsI'mremotelyinterestedinseeingfromthe#Coachella2015lineupare&amp;,TheonlyartistsI'mremotelyinterestedinseeingfromthe#Coachella2015lineupare&amp;,TheonlyartistsI'mremotelyinterestedinseeingfromthe#Coachella2015lineupare&amp;,theonlyartistsi'mremotelyinterestedinseeingfromthe#coachella2015lineupare&amp;,theonlyartistsi'mremotelyinterestedinseeingfromthe#coachella2015lineupare&amp;,theonlyartistsi'mremotelyinterestedinseeingfromthe#coachellalineupare&amp;,theonlyartistsimremotelyinterestedinseeingfromthecoachellalineupareamp
neutral,yes,RosaayJ,0,"I hear the coaches line up is up... Which weekend are you going? 

#jarphotography #coachella2015Û_ http://t.co/KUqeqI73Du","[34.02208402, -118.49442997]",1/6/15 11:45,5.52551e+17,,,"['#jarphotography', '#coachella2015']",[],Ihearthecoacheslineupisup...Whichweekendareyougoing?#jarphotography#coachella2015Û_http://t.co/KUqeqI73Du,Ihearthecoacheslineupisup...Whichweekendareyougoing?#jarphotography#coachella2015Û_,Ihearthecoacheslineupisup...Whichweekendareyougoing?#jarphotography#coachella2015_,ihearthecoacheslineupisup...whichweekendareyougoing?#jarphotography#coachella2015_,ihearthecoacheslineupisup...whichweekendareyougoing?#jarphotography#coachella2015_,ihearthecoacheslineupisup...whichweekendareyougoing?#jarphotography#coachella_,ihearthecoacheslineupisupwhichweekendareyougoingjarphotographycoachella
neutral,yes,smckennaSC,0,#Coachella2015 Lineup Announced http://t.co/aJPG5pRZL0 via @pitchfork #SOCIALintheCITY #musicfestivals #Summer2015,,1/6/15 11:44,5.52551e+17,Vancouver,Pacific Time (US & Canada),"['#Coachella2015', '#SOCIALintheCITY', '#musicfestivals', '#Summer2015']",[],#Coachella2015LineupAnnouncedhttp://t.co/aJPG5pRZL0via#SOCIALintheCITY#musicfestivals#Summer2015,#Coachella2015LineupAnnounced,#Coachella2015LineupAnnounced,#coachella2015lineupannounced,#coachella2015lineupannounced,#coachellalineupannounced,coachellalineupannounced
neutral,yes,JordyStrange,0,I just want to cry to Interpol and Brand New. #Coachella2015,,1/6/15 11:44,5.52551e+17,"Los Angeles,  California",Pacific Time (US & Canada),['#Coachella2015'],[],IjustwanttocrytoInterpolandBrandNew.#Coachella2015,IjustwanttocrytoInterpolandBrandNew.#Coachella2015,IjustwanttocrytoInterpolandBrandNew.#Coachella2015,ijustwanttocrytointerpolandbrandnew.#coachella2015,ijustwanttocrytointerpolandbrandnew.#coachella2015,ijustwanttocrytointerpolandbrandnew.#coachella,ijustwanttocrytointerpolandbrandnewcoachella
neutral,yes,erikalee0202,0,why is everyone talking about Coachella all of  sudden??? #Coachella2015,,1/6/15 11:43,5.52551e+17,NYC,,['#Coachella2015'],[],whyiseveryonetalkingaboutCoachellaallofsudden???#Coachella2015,whyiseveryonetalkingaboutCoachellaallofsudden???#Coachella2015,whyiseveryonetalkingaboutCoachellaallofsudden???#Coachella2015,whyiseveryonetalkingaboutcoachellaallofsudden???#coachella2015,whyiseveryonetalkingaboutcoachellaallofsudden???#coachella2015,whyiseveryonetalkingaboutcoachellaallofsudden???#coachella,whyiseveryonetalkingaboutcoachellaallofsuddencoachella
neutral,yes,racheldonnelle,0,"Oh God, what have I done? @coachella #Coachella2015",,1/6/15 11:43,5.52551e+17,Omicron Persei 8,Pacific Time (US & Canada),['#Coachella2015'],[],"OhGod,whathaveIdone?#Coachella2015","OhGod,whathaveIdone?#Coachella2015","OhGod,whathaveIdone?#Coachella2015","ohgod,whathaveidone?#coachella2015","ohgod,whathaveidone?#coachella2015","ohgod,whathaveidone?#coachella",ohgodwhathaveidonecoachella
neutral,yes,stylosonica,0,Steely Dan... Spoon??!!?!!! #Coachella2015,,1/6/15 11:43,5.52551e+17,,Central Time (US & Canada),['#Coachella2015'],[],SteelyDan...Spoon??!!?!!!#Coachella2015,SteelyDan...Spoon??!!?!!!#Coachella2015,SteelyDan...Spoon??!!?!!!#Coachella2015,steelydan...spoon??!!?!!!#coachella2015,steelydan...spoon??!!?!!!#coachella2015,steelydan...spoon??!!?!!!#coachella,steelydanspooncoachella
neutral,yes,C_Michele1L,0,! RT @Raekwon: You see it #Coachella2015,,1/6/15 11:42,5.52551e+17,In Grad School  D E B '][',Eastern Time (US & Canada),['#Coachella2015'],[],!RT:Youseeit#Coachella2015,!RT:Youseeit#Coachella2015,!RT:Youseeit#Coachella2015,!rt:youseeit#coachella2015,!rt:youseeit#coachella2015,!rt:youseeit#coachella,rtyouseeitcoachella
neutral,yes,RoAtkinson,0,Drake and Brand New on the same day? Tempting but not good enough... #Coachella2015,,1/6/15 11:41,5.52551e+17,,,['#Coachella2015'],[],DrakeandBrandNewonthesameday?Temptingbutnotgoodenough...#Coachella2015,DrakeandBrandNewonthesameday?Temptingbutnotgoodenough...#Coachella2015,DrakeandBrandNewonthesameday?Temptingbutnotgoodenough...#Coachella2015,drakeandbrandnewonthesameday?temptingbutnotgoodenough...#coachella2015,drakeandbrandnewonthesameday?temptingbutnotgoodenough...#coachella2015,drakeandbrandnewonthesameday?temptingbutnotgoodenough...#coachella,drakeandbrandnewonthesamedaytemptingbutnotgoodenoughcoachella
neutral,yes,Mpattz26,0,So the #Coachella2015 diet begins http://t.co/Pm0vK2fBG5,,1/6/15 11:41,5.52551e+17,southsea,,['#Coachella2015'],[],Sothe#Coachella2015dietbeginshttp://t.co/Pm0vK2fBG5,Sothe#Coachella2015dietbegins,Sothe#Coachella2015dietbegins,sothe#coachella2015dietbegins,sothe#coachella2015dietbegins,sothe#coachelladietbegins,sothecoachelladietbegins
neutral,yes,LorraineAli,0,"For those about to rock, please pay upward of $375 for a wristband, more for VIP parking. #Coachella2015",,1/6/15 11:41,5.5255e+17,Los Angeles,Pacific Time (US & Canada),['#Coachella2015'],[],"Forthoseabouttorock,pleasepayupwardof$375forawristband,moreforVIPparking.#Coachella2015","Forthoseabouttorock,pleasepayupwardof$375forawristband,moreforVIPparking.#Coachella2015","Forthoseabouttorock,pleasepayupwardof$375forawristband,moreforVIPparking.#Coachella2015","forthoseabouttorock,pleasepayupwardof$375forawristband,moreforvipparking.#coachella2015","forthoseabouttorock,pleasepayupwardof$375forawristband,moreforvipparking.#coachella2015","forthoseabouttorock,pleasepayupwardof$forawristband,moreforvipparking.#coachella",forthoseabouttorockpleasepayupwardofforawristbandmoreforvipparkingcoachella
neutral,yes,Rehabonlinemag,0,#Coachella2015 Lineup http://t.co/XJt6YsOAv7,,1/6/15 11:40,5.5255e+17,,Arizona,['#Coachella2015'],[],#Coachella2015Lineuphttp://t.co/XJt6YsOAv7,#Coachella2015Lineup,#Coachella2015Lineup,#coachella2015lineup,#coachella2015lineup,#coachellalineup,coachellalineup
neutral,yes,DJHOOVE,0,ÛÏ@RonnieSnark: _Ù÷_ RT @Raury: Who's responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 http://t.co/ggEDSS5qQhÛ_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´,,1/6/15 11:40,5.5255e+17,(215)(267)(610),Central Time (US & Canada),['#Coachella2015'],[],ÛÏ@RonnieSnark:_Ù÷_RT:Who'sresponsible..._Ù÷â_Ù÷â_Ù÷â#Coachella2015http://t.co/ggEDSS5qQhÛ_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´,ÛÏ@RonnieSnark:_Ù÷_RT:Who'sresponsible..._Ù÷â_Ù÷â_Ù÷â#Coachella2015,@RonnieSnark:__RT:Who'sresponsible...___#Coachella2015,@ronniesnark:__rt:who'sresponsible...___#coachella2015,@ronniesnark:__rt:who'sresponsible...___#coachella2015,@ronniesnark:__rt:who'sresponsible...___#coachella,ronniesnarkrtwhosresponsiblecoachella
neutral,yes,IvyAugusta,1,#Coachella2015 lineup is here! http://t.co/VCoj97xheI,,1/6/15 11:40,5.5255e+17,"Santa Monica, CA",Pacific Time (US & Canada),['#Coachella2015'],[],#Coachella2015lineupishere!http://t.co/VCoj97xheI,#Coachella2015lineupishere!,#Coachella2015lineupishere!,#coachella2015lineupishere!,#coachella2015lineupishere!,#coachellalineupishere!,coachellalineupishere
neutral,yes,quefarts,0,"Ladies and gentlemen, #coachella2015 http://t.co/2pncCp5R1u",,1/6/15 11:39,5.5255e+17,,Arizona,['#coachella2015'],[],"Ladiesandgentlemen,#coachella2015http://t.co/2pncCp5R1u","Ladiesandgentlemen,#coachella2015","Ladiesandgentlemen,#coachella2015","ladiesandgentlemen,#coachella2015","ladiesandgentlemen,#coachella2015","ladiesandgentlemen,#coachella",ladiesandgentlemencoachella
neutral,yes,Actually3,2,Coachella lineup has been announced. @alyssareeeneee @Ahhferuhh Tickets go on sale tomorrow. http://t.co/oNSt6RWKn7 #Coachella2015 #lineup,"[0.0, 0.0]",1/6/15 11:38,5.5255e+17,"Tucson, AZ",Arizona,"['#Coachella2015', '#lineup']",[],Coachellalineuphasbeenannounced.Ticketsgoonsaletomorrow.http://t.co/oNSt6RWKn7#Coachella2015#lineup,Coachellalineuphasbeenannounced.Ticketsgoonsaletomorrow.,Coachellalineuphasbeenannounced.Ticketsgoonsaletomorrow.,coachellalineuphasbeenannounced.ticketsgoonsaletomorrow.,coachellalineuphasbeenannounced.ticketsgoonsaletomorrow.,coachellalineuphasbeenannounced.ticketsgoonsaletomorrow.,coachellalineuphasbeenannouncedticketsgoonsaletomorrow
neutral,yes,Senjougayhara,1,"RT @LANGMarMendoza: @Senjougayhara @nxne @titoymoi You've been quoted in my #Storify story ""Fans (and haters) react to #Coachella2015"" httpÛ_",,1/6/15 11:38,5.5255e+17,Sweden,,"['#Storify', '#Coachella2015']",[],"RT:You'vebeenquotedinmy#Storifystory""Fans(andhaters)reactto#Coachella2015""httpÛ_","RT:You'vebeenquotedinmy#Storifystory""Fans(andhaters)reactto#Coachella2015""","RT:You'vebeenquotedinmy#Storifystory""Fans(andhaters)reactto#Coachella2015""","rt:you'vebeenquotedinmy#storifystory""fans(andhaters)reactto#coachella2015""","rt:you'vebeenquotedinmy#storifystory""fans(andhaters)reactto#coachella2015""","rt:you'vebeenquotedinmy#storifystory""fans(andhaters)reactto#coachella""",rtyouvebeenquotedinmystorifystoryfansandhatersreacttocoachella
neutral,yes,LANGMarMendoza,2,"@lioneesssssss @RahKnee You've been quoted in my #Storify story ""Fans (and haters) react to #Coachella2015"" http://t.co/62CVwZ6tsz",,1/6/15 11:37,5.5255e+17,"Los Angeles, Calif.",Hawaii,"['#Storify', '#Coachella2015']",[],"You'vebeenquotedinmy#Storifystory""Fans(andhaters)reactto#Coachella2015""http://t.co/62CVwZ6tsz","You'vebeenquotedinmy#Storifystory""Fans(andhaters)reactto#Coachella2015""","You'vebeenquotedinmy#Storifystory""Fans(andhaters)reactto#Coachella2015""","you'vebeenquotedinmy#storifystory""fans(andhaters)reactto#coachella2015""","you'vebeenquotedinmy#storifystory""fans(andhaters)reactto#coachella2015""","you'vebeenquotedinmy#storifystory""fans(andhaters)reactto#coachella""",youvebeenquotedinmystorifystoryfansandhatersreacttocoachella
neutral,yes,LANGMarMendoza,0,"@softest_hard @ThatMetalShow You've been quoted in my #Storify story ""Fans (and haters) react to #Coachella2015"" http://t.co/62CVwZ6tsz",,1/6/15 11:37,5.5255e+17,"Los Angeles, Calif.",Hawaii,"['#Storify', '#Coachella2015']",[],"You'vebeenquotedinmy#Storifystory""Fans(andhaters)reactto#Coachella2015""http://t.co/62CVwZ6tsz","You'vebeenquotedinmy#Storifystory""Fans(andhaters)reactto#Coachella2015""","You'vebeenquotedinmy#Storifystory""Fans(andhaters)reactto#Coachella2015""","you'vebeenquotedinmy#storifystory""fans(andhaters)reactto#coachella2015""","you'vebeenquotedinmy#storifystory""fans(andhaters)reactto#coachella2015""","you'vebeenquotedinmy#storifystory""fans(andhaters)reactto#coachella""",youvebeenquotedinmystorifystoryfansandhatersreacttocoachella
neutral,yes,LANGMarMendoza,1,"@Senjougayhara @nxne @titoymoi You've been quoted in my #Storify story ""Fans (and haters) react to #Coachella2015"" http://t.co/62CVwZ6tsz",,1/6/15 11:37,5.5255e+17,"Los Angeles, Calif.",Hawaii,"['#Storify', '#Coachella2015']",[],"You'vebeenquotedinmy#Storifystory""Fans(andhaters)reactto#Coachella2015""http://t.co/62CVwZ6tsz","You'vebeenquotedinmy#Storifystory""Fans(andhaters)reactto#Coachella2015""","You'vebeenquotedinmy#Storifystory""Fans(andhaters)reactto#Coachella2015""","you'vebeenquotedinmy#storifystory""fans(andhaters)reactto#coachella2015""","you'vebeenquotedinmy#storifystory""fans(andhaters)reactto#coachella2015""","you'vebeenquotedinmy#storifystory""fans(andhaters)reactto#coachella""",youvebeenquotedinmystorifystoryfansandhatersreacttocoachella
neutral,yes,Sal_MrRager,1,RT @MattManookian: so who's going weekend 2?! #Coachella2015,,1/6/15 11:37,5.5255e+17,RAVER duhhh,Pacific Time (US & Canada),['#Coachella2015'],[],RT:sowho'sgoingweekend2?!#Coachella2015,RT:sowho'sgoingweekend2?!#Coachella2015,RT:sowho'sgoingweekend2?!#Coachella2015,rt:sowho'sgoingweekend2?!#coachella2015,rt:sowho'sgoingweekend2?!#coachella2015,rt:sowho'sgoingweekend?!#coachella,rtsowhosgoingweekendcoachella
neutral,yes,JoseOle123,0,ÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/AbgSqHbczEÛ _Ù_¨,,1/6/15 11:37,5.52549e+17,,Arizona,['#Coachella2015'],[],ÛÏ@Forever21:Thelineupishere!#Coachella2015http://t.co/AbgSqHbczEÛ_Ù_¨,ÛÏ@Forever21:Thelineupishere!#Coachella2015,@Forever21:Thelineupishere!#Coachella2015,@forever21:thelineupishere!#coachella2015,@forever21:thelineupishere!#coachella2015,@forever:thelineupishere!#coachella,foreverthelineupisherecoachella
neutral,yes,RadioBlah_Blah,0,@Charles_Bradley Pretty please come to Phoenix in between your #Coachella2015 stops. Thanks!! _Ù÷ã,,1/6/15 11:37,5.52549e+17,From the 419 to the 480,Arizona,['#Coachella2015'],[],PrettypleasecometoPhoenixinbetweenyour#Coachella2015stops.Thanks!!_Ù÷ã,PrettypleasecometoPhoenixinbetweenyour#Coachella2015stops.Thanks!!_Ù÷ã,PrettypleasecometoPhoenixinbetweenyour#Coachella2015stops.Thanks!!_,prettypleasecometophoenixinbetweenyour#coachella2015stops.thanks!!_,prettypleasecometophoenixinbetweenyour#coachella2015stops.thanks!!_,prettypleasecometophoenixinbetweenyour#coachellastops.thanks!!_,prettypleasecometophoenixinbetweenyourcoachellastopsthanks
neutral,yes,bbrvo,2,RT @krystlmlgz: that #Coachella2015 line up tho,,1/6/15 11:37,5.52549e+17,"Santa Ana, CA",,['#Coachella2015'],[],RT:that#Coachella2015lineuptho,RT:that#Coachella2015lineuptho,RT:that#Coachella2015lineuptho,rt:that#coachella2015lineuptho,rt:that#coachella2015lineuptho,rt:that#coachellalineuptho,rtthatcoachellalineuptho
neutral,yes,dsmpowered,0,ÛÏ@Raekwon: You see it #Coachella2015Û BRB planning road trip,,1/6/15 11:36,5.52549e+17,"from Cleveland, in Oakland",Eastern Time (US & Canada),['#Coachella2015'],[],ÛÏ@Raekwon:Youseeit#Coachella2015ÛBRBplanningroadtrip,ÛÏ@Raekwon:Youseeit#Coachella2015ÛBRBplanningroadtrip,@Raekwon:Youseeit#Coachella2015BRBplanningroadtrip,@raekwon:youseeit#coachella2015brbplanningroadtrip,@raekwon:youseeit#coachella2015brbplanningroadtrip,@raekwon:youseeit#coachellabrbplanningroadtrip,raekwonyouseeitcoachellabrbplanningroadtrip
neutral,yes,RexDetiger,0,trying to think about what artists I was expecting to see on this #Coachella2015 lineup but I can't really think of anyone,,1/6/15 11:35,5.52549e+17,NYC,Eastern Time (US & Canada),['#Coachella2015'],[],tryingtothinkaboutwhatartistsIwasexpectingtoseeonthis#Coachella2015lineupbutIcan'treallythinkofanyone,tryingtothinkaboutwhatartistsIwasexpectingtoseeonthis#Coachella2015lineupbutIcan'treallythinkofanyone,tryingtothinkaboutwhatartistsIwasexpectingtoseeonthis#Coachella2015lineupbutIcan'treallythinkofanyone,tryingtothinkaboutwhatartistsiwasexpectingtoseeonthis#coachella2015lineupbutican'treallythinkofanyone,tryingtothinkaboutwhatartistsiwasexpectingtoseeonthis#coachella2015lineupbutican'treallythinkofanyone,tryingtothinkaboutwhatartistsiwasexpectingtoseeonthis#coachellalineupbutican'treallythinkofanyone,tryingtothinkaboutwhatartistsiwasexpectingtoseeonthiscoachellalineupbuticantreallythinkofanyone
neutral,yes,JGanthier,0,"Can someone please explain how tickets aren't on sale until tomorrow, but all general admission is already sold out? #Coachella2015",,1/6/15 11:34,5.52549e+17,"Houston, TX",Central Time (US & Canada),['#Coachella2015'],[],"Cansomeonepleaseexplainhowticketsaren'tonsaleuntiltomorrow,butallgeneraladmissionisalreadysoldout?#Coachella2015","Cansomeonepleaseexplainhowticketsaren'tonsaleuntiltomorrow,butallgeneraladmissionisalreadysoldout?#Coachella2015","Cansomeonepleaseexplainhowticketsaren'tonsaleuntiltomorrow,butallgeneraladmissionisalreadysoldout?#Coachella2015","cansomeonepleaseexplainhowticketsaren'tonsaleuntiltomorrow,butallgeneraladmissionisalreadysoldout?#coachella2015","cansomeonepleaseexplainhowticketsaren'tonsaleuntiltomorrow,butallgeneraladmissionisalreadysoldout?#coachella2015","cansomeonepleaseexplainhowticketsaren'tonsaleuntiltomorrow,butallgeneraladmissionisalreadysoldout?#coachella",cansomeonepleaseexplainhowticketsarentonsaleuntiltomorrowbutallgeneraladmissionisalreadysoldoutcoachella
neutral,yes,SunTimesDET,0,.@levonisms we used your tweet in our story about #Coachella2015! http://t.co/Rs9uuNC5Ot,,1/6/15 11:34,5.52549e+17,,,['#Coachella2015'],[],.@levonismsweusedyourtweetinourstoryabout#Coachella2015!http://t.co/Rs9uuNC5Ot,.@levonismsweusedyourtweetinourstoryabout#Coachella2015!,.@levonismsweusedyourtweetinourstoryabout#Coachella2015!,.@levonismsweusedyourtweetinourstoryabout#coachella2015!,.@levonismsweusedyourtweetinourstoryabout#coachella2015!,.@levonismsweusedyourtweetinourstoryabout#coachella!,levonismsweusedyourtweetinourstoryaboutcoachella
neutral,yes,brianpoleck,0,@MitchDawson @hoagietweets Roadie? #Coachella2015 #TreatMeRight @keysnkrates http://t.co/5f3k1Izopk,,1/6/15 11:34,5.52549e+17,"ÌÏT: 43.20482,-79.990598",Quito,"['#Coachella2015', '#TreatMeRight']",[],Roadie?#Coachella2015#TreatMeRighthttp://t.co/5f3k1Izopk,Roadie?#Coachella2015#TreatMeRight,Roadie?#Coachella2015#TreatMeRight,roadie?#coachella2015#treatmeright,roadie?#coachella2015#treatmeright,roadie?#coachella#treatmeright,roadiecoachellatreatmeright
neutral,yes,UCTRadio,4,The #Coachella2015 line-up has just been announced. On a scale of 1 to 10 - how jealous are you? http://t.co/bIwWzpRp6M,,1/6/15 11:31,5.52548e+17,"Cape Town, South Africa",Pretoria,['#Coachella2015'],[],The#Coachella2015line-uphasjustbeenannounced.Onascaleof1to10-howjealousareyou?http://t.co/bIwWzpRp6M,The#Coachella2015line-uphasjustbeenannounced.Onascaleof1to10-howjealousareyou?,The#Coachella2015line-uphasjustbeenannounced.Onascaleof1to10-howjealousareyou?,the#coachella2015line-uphasjustbeenannounced.onascaleof1to10-howjealousareyou?,the#coachella2015line-uphasjustbeenannounced.onascaleof1to10-howjealousareyou?,the#coachellaline-uphasjustbeenannounced.onascaleofto-howjealousareyou?,thecoachellalineuphasjustbeenannouncedonascaleoftohowjealousareyou
neutral,yes,itsjustbrenda_,0,ÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/90LSHDFNqgÛ @cintiaIy @nthhn,,1/6/15 11:31,5.52548e+17,Texas,Pacific Time (US & Canada),['#Coachella2015'],[],ÛÏ@Forever21:Thelineupishere!#Coachella2015http://t.co/90LSHDFNqgÛ,ÛÏ@Forever21:Thelineupishere!#Coachella2015,@Forever21:Thelineupishere!#Coachella2015,@forever21:thelineupishere!#coachella2015,@forever21:thelineupishere!#coachella2015,@forever:thelineupishere!#coachella,foreverthelineupisherecoachella
neutral,yes,CubKollar,0,When ISN'T @Drake headlining. #OVOEmpire #Coachella2015,,1/6/15 11:30,5.52548e+17,Toronto Canada,Eastern Time (US & Canada),"['#OVOEmpire', '#Coachella2015']",[],WhenISN'Theadlining.#OVOEmpire#Coachella2015,WhenISN'Theadlining.#OVOEmpire#Coachella2015,WhenISN'Theadlining.#OVOEmpire#Coachella2015,whenisn'theadlining.#ovoempire#coachella2015,whenisn'theadlining.#ovoempire#coachella2015,whenisn'theadlining.#ovoempire#coachella,whenisntheadliningovoempirecoachella
neutral,yes,Raheelaaaa,0,I only would go to see two acts Axwell^Ingrosso &amp; The Weekend. #Coachella2015,,1/6/15 11:28,5.52547e+17,New Zealand ,Auckland,['#Coachella2015'],[],IonlywouldgotoseetwoactsAxwell^Ingrosso&amp;TheWeekend.#Coachella2015,IonlywouldgotoseetwoactsAxwell^Ingrosso&amp;TheWeekend.#Coachella2015,IonlywouldgotoseetwoactsAxwell^Ingrosso&amp;TheWeekend.#Coachella2015,ionlywouldgotoseetwoactsaxwell^ingrosso&amp;theweekend.#coachella2015,ionlywouldgotoseetwoactsaxwell^ingrosso&amp;theweekend.#coachella2015,ionlywouldgotoseetwoactsaxwell^ingrosso&amp;theweekend.#coachella,ionlywouldgotoseetwoactsaxwellingrossoamptheweekendcoachella
neutral,yes,jonasFreeAgent,0,"reactions? #coachella2015 #carpoolchella #frenchella #notthisyearforme @ Indio, CA http://t.co/yuW3LkLTFF","[43.29992263, 5.38805485]",1/6/15 11:27,5.52547e+17,"Marseille, France",Melbourne,"['#coachella2015', '#carpoolchella', '#frenchella', '#notthisyearforme']",[],"reactions?#coachella2015#carpoolchella#frenchella#notthisyearforme@Indio,CAhttp://t.co/yuW3LkLTFF","reactions?#coachella2015#carpoolchella#frenchella#notthisyearforme@Indio,CA","reactions?#coachella2015#carpoolchella#frenchella#notthisyearforme@Indio,CA","reactions?#coachella2015#carpoolchella#frenchella#notthisyearforme@indio,ca","reactions?#coachella2015#carpoolchella#frenchella#notthisyearforme@indio,ca","reactions?#coachella#carpoolchella#frenchella#notthisyearforme@indio,ca",reactionscoachellacarpoolchellafrenchellanotthisyearformeindioca
neutral,yes,heather_lee28,0,OMG that #coachella2015 lineup tho...!!! #unreal,,1/6/15 11:27,5.52547e+17,"Toronto, ON",Eastern Time (US & Canada),"['#coachella2015', '#unreal']",[],OMGthat#coachella2015lineuptho...!!!#unreal,OMGthat#coachella2015lineuptho...!!!#unreal,OMGthat#coachella2015lineuptho...!!!#unreal,omgthat#coachella2015lineuptho...!!!#unreal,omgthat#coachella2015lineuptho...!!!#unreal,omgthat#coachellalineuptho...!!!#unreal,omgthatcoachellalineupthounreal
neutral,yes,naturallytran,1,ÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/hw3Tmf0IsKÛ@_madddddie _Ù÷_,,1/6/15 11:26,5.52547e+17,"Towson, Maryland ",Eastern Time (US & Canada),['#Coachella2015'],[],ÛÏ@Forever21:Thelineupishere!#Coachella2015http://t.co/hw3Tmf0IsKÛ@_madddddie_Ù÷_,ÛÏ@Forever21:Thelineupishere!#Coachella2015,@Forever21:Thelineupishere!#Coachella2015,@forever21:thelineupishere!#coachella2015,@forever21:thelineupishere!#coachella2015,@forever:thelineupishere!#coachella,foreverthelineupisherecoachella
