,coachella_sentiment,coachella_yn,name,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone,hashtags
3393,negative,yes,baileeab_,1,RT @rhett_parker44: Lol never mind just looked at prices #Coachella2015,,1/6/15 19:47,5.52673e+17,,Mountain Time (US & Canada),['#Coachella2015']
3394,negative,yes,djroyski,0,For real! #Coachella2015 #coachellalineup http://t.co/EBpNkJBMz1,,1/6/15 19:37,5.5267e+17,"Minneapolis, MN ",Central Time (US & Canada),"['#Coachella2015', '#coachellalineup']"
3395,negative,yes,gimmiesb,5,Sigh every year #Coachella2015 http://t.co/eqL9HMa1cI,,1/6/15 19:29,5.52668e+17,,Singapore,['#Coachella2015']
3396,negative,yes,mattybyloos,0,Instead of attending #Coachella2015 I'm going to post on craigslist inviting 500 misc. unshowered teenagers over to throw dirt on each other,,1/6/15 19:24,5.52667e+17,"Portland, OR",Pacific Time (US & Canada),['#Coachella2015']
3397,negative,yes,KaylaCymonee,0,Since The #Coachella2015 Line Up is Horrible I Wonder What The #Lollapalooza2015 Line Up is Gonna Look Like ._Ù÷»_Ù÷_,,1/6/15 19:21,5.52666e+17,#Chicago .,Mountain Time (US & Canada),"['#Coachella2015', '#Lollapalooza2015']"
3398,negative,yes,abebrux,0,I wish I was going to #Coachella2015 _Ù÷Ç_Ù÷Ç_Ù÷Ç_Ù÷Ç_Ù÷Ç_Ù÷Ç,,1/6/15 19:15,5.52665e+17,santa clarita ,Pacific Time (US & Canada),['#Coachella2015']
3399,negative,yes,_kovahjohnson,0,I don't have a clue why everybody is going nuts about #Coachella2015 have you seen the #ForTheLove Festival lineup? http://t.co/JM49NIlh0V,,1/6/15 19:14,5.52665e+17,miami ,Atlantic Time (Canada),"['#Coachella2015', '#ForTheLove']"
3400,negative,yes,LDC714,0,@wendalina11 #coachella2015 not that great of a line up :/,,1/6/15 19:13,5.52664e+17,,Pacific Time (US & Canada),['#coachella2015']
3401,negative,yes,weeeek,0,Wow the lineup for Coachella is subpar this year. #Coachella2015,,1/6/15 19:12,5.52664e+17,vancouver,Pacific Time (US & Canada),['#Coachella2015']
3402,negative,yes,JarrodLewiss,0,I need more friends who will travel across the country for #Coachella2015 with me _Ù÷Õ,,1/6/15 19:12,5.52664e+17,,Indiana (East),['#Coachella2015']
3403,negative,yes,gxthscvm,0,@paisleycactus the #Coachella2015 is shit.,,1/6/15 19:10,5.52664e+17,San Diego,Pacific Time (US & Canada),['#Coachella2015']
3404,negative,yes,iHateLalo,0,Am I the only one that was not impressed with the #Coachella2015 lineup? Having a ticket and all.,,1/6/15 19:10,5.52663e+17,"JamRock, TX",Central Time (US & Canada),['#Coachella2015']
3405,negative,yes,mitchmarzuola,0,kygo loses his nexus presets #Coachella2015,,1/6/15 19:06,5.52662e+17,Texas,Central Time (US & Canada),['#Coachella2015']
3406,negative,yes,Tito_CV7,0,Has anyone seen the Coachella line up? I think it keeps getting worse as the years come by #Coachella2015,"[33.85006996, -117.98716382]",1/6/15 18:59,5.52661e+17,"Buena Park, CA",Hawaii,['#Coachella2015']
3407,negative,yes,EggNVenice,0,"Dear Coachella, either I'm too old or your lineup is LAME!
Try again please. 

#Coachella2015",,1/6/15 18:53,5.52659e+17,Venice,Pacific Time (US & Canada),['#Coachella2015']
3408,negative,yes,ElliottWoon,1,@nelly2112 - The #Coachella2015 line up doesn't look too exciting. I plan to stay home &amp; YouTube my favorite band on my couch. #CouchChilla,,1/6/15 18:48,5.52658e+17,Û¢ YYC Û¢,Mountain Time (US & Canada),"['#Coachella2015', '#CouchChilla']"
3409,negative,yes,nancyrobles7,1,Thoroughly disappointed with this #Coachella2015 lineup _Ù÷Õ,,1/6/15 18:44,5.52657e+17,"Los Angeles, CA",,['#Coachella2015']
3410,negative,yes,HWoodTattleTale,0,The #Coachella2015 lineup is disappointing. See for yourself https://t.co/cnJx1GOP4N,,1/6/15 18:41,5.52656e+17,Downtown Los Angeles,,['#Coachella2015']
3411,negative,yes,riskrated,0,When the lineup for Coachella 2015 is announced.#Coachella2015 http://t.co/JosVGmmigk,,1/6/15 18:40,5.52656e+17,,Arizona,['#Coachella2015']
3412,negative,yes,Alissa_Dean,0,All the band names in the mini font sound like porn actor names. #Coachella2015 #jamiexx #alisonwonderland #claudevonstroke,,1/6/15 18:36,5.52655e+17,"Los Angeles, CA",Pacific Time (US & Canada),"['#Coachella2015', '#jamiexx', '#alisonwonderland', '#claudevonstroke']"
3413,negative,yes,Renchelski,0,It's weird how the smaller font are far more interesting acts than the bigger ones. #Coachella2015 http://t.co/IsFSKYLodM,,1/6/15 18:36,5.52655e+17,"Jakarta, Indonesia",Pacific Time (US & Canada),['#Coachella2015']
3414,negative,yes,awmdx,0,Have you seen #Coachella2015 lineup? @MissyTrib _Ù÷©,,1/6/15 18:35,5.52655e+17,"Morgantown, WV",Central Time (US & Canada),['#Coachella2015']
3415,negative,yes,charbono88,0,What's up with all the @coachella repeat offenders? #dejavu #Coachella2015,"[38.55323978, -121.40044439]",1/6/15 18:32,5.52654e+17,,Pacific Time (US & Canada),"['#dejavu', '#Coachella2015']"
3416,negative,yes,catepaladini,0,do #ACDC even know who #Drake is? #Coachella2015,"[43.651392, -79.4280135]",1/6/15 18:30,5.52654e+17,"Toronto, Ontario",Eastern Time (US & Canada),"['#ACDC', '#Drake', '#Coachella2015']"
3417,negative,yes,Sue_Zeee,0,Ok I'm not crazy about the #Coachella2015 lineup! I'm waaaay more excited for the #BottleRock2015 lineup!!! Yaaaas!!,,1/6/15 18:23,5.52652e+17,"Bay Area, California",Pacific Time (US & Canada),"['#Coachella2015', '#BottleRock2015']"
3418,negative,yes,mccrackenview,0,Have not heard one positive comment about #Drake headlining #Coachella2015 #Coachella's new profit strategy--put lipstick on a pig.,,1/6/15 18:23,5.52652e+17,Los Angeles,Pacific Time (US & Canada),"['#Drake', '#Coachella2015', '#Coachella']"
3419,negative,yes,danicabordallo,0,I fucking cry every time I read the line up for #Coachella2015,,1/6/15 18:18,5.52651e+17,,Pacific Time (US & Canada),['#Coachella2015']
3420,negative,yes,nelly2112,0,"Coachella sucks. I can see Drake and AC/DC anytime they tour. Yawn

#Coachella #Coachella2015",,1/6/15 18:16,5.5265e+17,"Calgary, Canada via London, UK",,"['#Coachella', '#Coachella2015']"
3421,negative,yes,catella18,0,"#Coachella2015 line up less than impressive, but still stoked for dartying in the sun to Alesso","[42.36176282, -71.02819604]",1/6/15 18:15,5.5265e+17,"ÌÏT: 43.09956,-71.470575",Eastern Time (US & Canada),['#Coachella2015']
3422,negative,yes,DustinMorris13,0,How did @Hozier and @Drake land spots at #Coachella2015 ? I find that weird.,,1/6/15 18:10,5.52649e+17,"Calgary, Alberta, Canada",,['#Coachella2015']
3423,negative,yes,MoveOnWithJon,1,"""The lineup for #Coachella2015 sucks!!!!"" -people who were never going to Coachella anyway",,1/6/15 18:10,5.52648e+17,SK,Central Time (US & Canada),['#Coachella2015']
3424,negative,yes,brandonkosowski,0,"""I heard some of you don't know who Paul McCartney is... Welp, here's Steely Dan and AC/DC!"" #Coachella2015 #dadrock #dafuq",,1/6/15 18:07,5.52648e+17,,Eastern Time (US & Canada),"['#Coachella2015', '#dadrock', '#dafuq']"
3425,negative,yes,mchellegarciaa,0,"""pinche drake
WE WANT KANYE!"" @camrvn_ #iwannabelikekanye #Coachella2015",,1/6/15 18:03,5.52647e+17,,Pacific Time (US & Canada),"['#iwannabelikekanye', '#Coachella2015']"
3426,negative,yes,Inadazeee96,3,Lol word #Coachella2015 http://t.co/byyiBk3C4z,"[29.60934695, -98.60715313]",1/6/15 17:57,5.52645e+17,"helotes, Tx. ",Central Time (US & Canada),['#Coachella2015']
3427,negative,yes,gold_and_guns,0,another year without @britneyspears headlining @coachella... _Ù÷» #itsbritneybitch #coachella #coachella2015,,1/6/15 17:52,5.52644e+17,ÓÓA,Pacific Time (US & Canada),"['#itsbritneybitch', '#coachella', '#coachella2015']"
3428,negative,yes,virushopper,0,Weak #Coachella2015 line up.,,1/6/15 17:50,5.52643e+17,,Pacific Time (US & Canada),['#Coachella2015']
3429,negative,yes,rtconnelly,0,Whoever is in charge of the order in which bands are listed on the #Coachella2015 poster should be fired,,1/6/15 17:49,5.52643e+17,,,['#Coachella2015']
3430,negative,yes,JhovanyBrorez,1,RT @Doof__: Coachella line up this year is so weak . #Coachella2015,,1/6/15 17:49,5.52643e+17,,Central Time (US & Canada),['#Coachella2015']
3431,negative,yes,rosysaurusrex,1,I'm hoping I wake up tomorrow and there is a better @coachella line up. #Coachella2015,,1/6/15 17:45,5.52642e+17,in your head. ,Eastern Time (US & Canada),['#Coachella2015']
3432,negative,yes,ThePurdueUno,0,What a disappointing lineup #coachella2015 @coachella #Yawn,"[33.37096992, -111.65220369]",1/6/15 17:45,5.52642e+17,Resides in 480; from 219,Arizona,"['#coachella2015', '#Yawn']"
3433,negative,yes,briannalmao,0,The line up so stacked this year. #Coachella2015,,1/6/15 17:43,5.52642e+17,anywhere but here,,['#Coachella2015']
3434,negative,yes,Kitty_Carly,1,Selling my car so I can go to #Coachella2015  #sorrymom,,1/6/15 17:41,5.52641e+17,in yo kitchen/food pantry,Quito,"['#Coachella2015', '#sorrymom']"
3435,negative,yes,_AustinPowell,0,Baffled by the #Coachella2015 lineup. Is this the end of take-the-money-and-run reunions?,,1/6/15 17:39,5.52641e+17,"Ashland, OR",Central Time (US & Canada),['#Coachella2015']
3436,negative,yes,TweetSantos,1,RT @YouH8itorLuvit: Last year line up was 5x better _Ù÷_ #Coachella2015,,1/6/15 17:36,5.5264e+17,,Eastern Time (US & Canada),['#Coachella2015']
3437,negative,yes,copernicus86,0,A baby's death rattle is more sonically appealing than AC/DC. #Coachella2015 #Coachella,,1/6/15 17:25,5.52637e+17,"Coachella Valley, California",Pacific Time (US & Canada),"['#Coachella2015', '#Coachella']"
3438,negative,yes,splashaajasz,0,Tryna to go to coachella _Ù÷© #Coachella2015,,1/6/15 17:19,5.52636e+17,,,['#Coachella2015']
3439,negative,yes,tonyheally,2,Friends don't let friends go to Weekend 2. #Coachella2015,,1/6/15 17:18,5.52635e+17,"Santa Monica, CA",Pacific Time (US & Canada),['#Coachella2015']
3440,negative,yes,_ChicoAndTheMan,1,but once again Latin music is strongly absent at @coachella there are so many great alt/rock/hip hop spanish acts out there #Coachella2015,,1/6/15 17:17,5.52635e+17,#Mexico D.F.  #LosAngeles,Pacific Time (US & Canada),['#Coachella2015']
3441,negative,yes,Avon_122,0,I really hope #HangoutFest lineup is better than #Coachella2015 lol that shits weak,,1/6/15 17:16,5.52635e+17,"Chattanooga, Tn",,"['#HangoutFest', '#Coachella2015']"
3442,negative,yes,Octoberrr,1,RT @lissyb92: I don't look good enough in a flower crown to go to #Coachella2015,,1/6/15 17:08,5.52633e+17,,Arizona,['#Coachella2015']
3443,negative,yes,ApeFroman,0,Wish I could see the Bon Scott hologram this year. &lt;--- A joke no one attending #Coachella2015 will get,,1/6/15 17:05,5.52632e+17,LA. CA. All Day.,Pacific Time (US & Canada),['#Coachella2015']
3444,negative,yes,MichaelHyneman,0,So far my opinion that is one shitty line up #Coachella2015.,"[35.89799908, -84.06454034]",1/6/15 17:04,5.52632e+17,"Knoxville, TN ",Eastern Time (US & Canada),['#Coachella2015']
3445,negative,yes,laaah_souzaa,0,Someone take me to #Coachella2015 :(,,1/6/15 17:02,5.52631e+17,,Santiago,['#Coachella2015']
3446,negative,yes,AKOD,0,"St. Vincent, St. Paul and the broken bones, St. Lucia... Since when #Coachella2015 is a Christian rock festival?",,1/6/15 17:01,5.52631e+17,PSN: Teh_AKOD,Mexico City,['#Coachella2015']
3447,negative,yes,allisonnnsmith,0,Here's to hoping the @Hangoutfest lineup is better than the #Coachella2015  lineup _ÙÔÎ,,1/6/15 16:59,5.52631e+17,"Pensacola, FL.",Eastern Time (US & Canada),['#Coachella2015']
3448,negative,yes,cbowers89_gem,0,#Coachella2015 line up looks iight.....Rock the Bells is dead I guess?,,1/6/15 16:58,5.5263e+17,"Jersey City, NJ",Eastern Time (US & Canada),['#Coachella2015']
3449,negative,yes,JamesFleury91,0,Really weak line-up at @coachella this year. Should have talked to the Brits. They know how to put on a festival! #Coachella2015,"[34.15824049, -118.44426559]",1/6/15 16:57,5.5263e+17,"London, UK",London,['#Coachella2015']
3450,negative,yes,Emmersmom97,0,"Anyone else bummed about Coachella's lineup this year?  I was thinking of going, but then, maybe not. #coachella2015",,1/6/15 16:56,5.5263e+17,Washington State,Pacific Time (US & Canada),['#coachella2015']
3451,negative,yes,marionsofficial,0,"i dont get it, why isnt @MIAuniverse  on this list/?&gt;&gt;&gt;??!!! #coachellalineup  #CoachellaProbs #Coachella2015 http://t.co/LNgxEVYVwp",,1/6/15 16:53,5.52629e+17,Philippines;,Beijing,"['#coachellalineup', '#CoachellaProbs', '#Coachella2015']"
3452,negative,yes,RadZillA92,0,"The Friday line up looks legit, the Saturday line up is alright, the Sunday line up just looks sad #Coachella2015 http://t.co/e0otCj7JpE",,1/6/15 16:52,5.52629e+17,Los Angeles,,['#Coachella2015']
3453,negative,yes,93aklee,0,#Coachella2015 is horribly boring,,1/6/15 16:49,5.52628e+17,GTA,Eastern Time (US & Canada),['#Coachella2015']
3454,negative,yes,aaronfriedrich,0,@pitchfork #Coachella2015 very disappointed in headliners hope not same for #lollapalooza #lolla2015 @starks33 @colbliss @MCorressell,,1/6/15 16:47,5.52628e+17,Indiana,Indiana (East),"['#Coachella2015', '#lollapalooza', '#lolla2015']"
3455,negative,yes,netoman,1,RT @AKOD: Ratatat? Are pokemon allowed to have bands now? #Coachella2015,,1/6/15 16:47,5.52628e+17,"Ekatepunk, Mexiko-Stadt",Mountain Time (US & Canada),['#Coachella2015']
3456,negative,yes,Nadiaahoran_,0,"This years Coachella performers are okay you have the weekend,drake,Marian and diamonds but where is Lana del Rey?? _Ù÷Á#Coachella2015",,1/6/15 16:47,5.52627e+17,"Dallas,Tx",,['#Coachella2015']
3457,negative,yes,HBarakzoy,0,"Not gonna lie, I'm a little disappointed @RaeSremmurd isn't on the #Coachella2015 Lineup #IAintGotNoType",,1/6/15 16:39,5.52626e+17,"Bay Area, CA",Pacific Time (US & Canada),"['#Coachella2015', '#IAintGotNoType']"
3458,negative,yes,SwoopDymand,1,Coachella like really fucked up #Coachella2015,"[34.24646141, -118.5998096]",1/6/15 16:37,5.52625e+17,the greater los angeles area ,,['#Coachella2015']
3459,negative,yes,AKOD,0,"How the fuck do you even say this one's? Axwell up to the power of Ingrosso? I want rock, not math!  #Coachella2015",,1/6/15 16:35,5.52625e+17,PSN: Teh_AKOD,Mexico City,['#Coachella2015']
3460,negative,yes,trapspice,0,#Coachella2015 half the line up I've seen the other half I wouldn't pay to see or be in that heat for _ÙÕÉ,,1/6/15 16:35,5.52624e+17,"San Diego, California",,['#Coachella2015']
3461,negative,yes,ThatJaviGuy,0,I'm like _Ù÷_ÛÏ@jes5icakate: Hey @coachella special guests #beavisandbutthead ? #Coachella2015 #ACDC whyyyy #nochella _Áü http://t.co/Ajo3W3bcnlÛ,"[32.71352018, -117.16323292]",1/6/15 16:33,5.52624e+17,,Pacific Time (US & Canada),"['#beavisandbutthead', '#Coachella2015', '#ACDC', '#nochella']"
3462,negative,yes,danielvtownsend,0,It's a sad day when #DriveLikeJehu is reuniting again for #Coachella2015 and they're not made the headliner.,,1/6/15 16:32,5.52624e+17,"San Jose, California",Pacific Time (US & Canada),"['#DriveLikeJehu', '#Coachella2015']"
3463,negative,yes,AKOD,0,"I'm glad to see DJ Snake, but his brother usually always mess up his shows with his Metal Gear #Coachella2015",,1/6/15 16:27,5.52623e+17,PSN: Teh_AKOD,Mexico City,['#Coachella2015']
3464,negative,yes,Bird2khoo,0,So #Coachella2015  sound HELLA Khoo.... they asked me to open 4 #Drake but i waz like.... lhhh im bullshittn... they aint ready...,,1/6/15 16:24,5.52622e+17,Mizzouri,Central Time (US & Canada),"['#Coachella2015', '#Drake']"
3465,negative,yes,HOTSHOT_ROBOT,0,"worst...episode......ever. 

#coachella #Coachella2015",,1/6/15 16:09,5.52618e+17,The Sea of Tranquility ,Pacific Time (US & Canada),"['#coachella', '#Coachella2015']"
3466,negative,yes,LexiSuda,0,The #Coachella2015 lineup is definitely lacking.,,1/6/15 16:06,5.52617e+17,"Duval, Florida",Eastern Time (US & Canada),['#Coachella2015']
3467,negative,yes,gabekoa,1,Me at #Coachella2015 when drake fans walk by. http://t.co/3vHUbhNfbn,,1/6/15 16:06,5.52617e+17,"under your blanket, USA  ",Pacific Time (US & Canada),['#Coachella2015']
3468,negative,yes,OasisMunoz,0,"Not even when The cure or Suede played, did I want to go. #Coachella2015 
I went to the very first one &amp; that was enough. Over it. _Ù÷£",,1/6/15 16:05,5.52617e+17,"Whittier, Ca.",Pacific Time (US & Canada),['#Coachella2015']
3469,negative,yes,incubus3389,0,I wish #incubus or #sonsofthesea would have been on the #Coachella2015 lineup,,1/6/15 16:03,5.52617e+17,,,"['#incubus', '#sonsofthesea', '#Coachella2015']"
3470,negative,yes,mythikle,0,"Who designs the #Coachella2015 posters?
Get a head ache as soon as I look at it.",,1/6/15 16:00,5.52616e+17,"53.043861,-7.251332",London,['#Coachella2015']
3471,negative,yes,Lily_Ana_,0,Not excited that mainstream hip hop/R&amp;B artists are headlining hippie #Coachella2015 but already got my tix.Finna get in my feelings @drake,,1/6/15 15:59,5.52615e+17,Lost Angeles,Pacific Time (US & Canada),['#Coachella2015']
3472,negative,yes,ang_ler,1,"Looking at the #Coachella2015 line up like... ""who are these people!?""",,1/6/15 15:57,5.52615e+17,gangsters paradise,Eastern Time (US & Canada),['#Coachella2015']
3473,negative,yes,Shaggy_Johns,0,The lineup from 2011 looks a lot better than this years lineup #Coachella2015 http://t.co/GM4klEtXlH,,1/6/15 15:53,5.52614e+17,1060 West Addison ,Quito,['#Coachella2015']
3474,negative,yes,CHRISANDO22,0,@MarinasDiamonds skip #Coachella2015 and visit Australia again _Ù÷Ó,,1/6/15 15:50,5.52613e+17,,Sydney,['#Coachella2015']
3475,negative,yes,PhoenixAshes33,0,Not highly impressed w/ the #Coachella2015 lineup. Friday looks like the best day. It just seems lacking and not terribly worth the paper.,,1/6/15 15:49,5.52613e+17,"Laguna Hills, CA",Pacific Time (US & Canada),['#Coachella2015']
3476,negative,yes,SmittySmith3,0,"You know, just another year of probably not going to #Coachella2015 _Ù÷__Ù÷__Ù÷_",,1/6/15 15:48,5.52613e+17,,,['#Coachella2015']
3477,negative,yes,steffieweffie81,0,Oh #Coachella2015 why are you so expensive? Wish I could go. @hozier @alt_J @badreligion @davidguetta and many more _Ù÷©,,1/6/15 15:45,5.52612e+17,Pepperland,Pacific Time (US & Canada),['#Coachella2015']
3478,negative,yes,slooker1,0,"For once, I'll actually be doing something cooler than going to #Coachella2015 this year _ÙÔÎ",,1/6/15 15:44,5.52612e+17,Tunbridge Wells,London,['#Coachella2015']
3479,negative,yes,JoshuaLamascus,0,Ahh this day. The day all of the hipsters pretend that they love all of the bands in small print on the coachella lineup. #Coachella2015,,1/6/15 15:44,5.52612e+17,,,['#Coachella2015']
3480,negative,yes,JulieSlaterDJ,0,AC/DC?  Cool.  I'm still not going.  :)   #Coachella2015 http://t.co/bvViTZRu94,,1/6/15 15:43,5.52611e+17,Los angeles,,['#Coachella2015']
3481,negative,yes,jeffglaze,0,"@VitaliyP Very recycled lineup this year, though. Many of the same bands that have played the big three the last two years. #Coachella2015",,1/6/15 15:43,5.52611e+17,"Madison, Wisconsin",Central Time (US & Canada),['#Coachella2015']
3482,negative,yes,my__villa,0,@lisa_TTRO @coachella not as excited with the lineup this year. It's still good though #Coachella2015,,1/6/15 15:43,5.52611e+17,Toronto,Eastern Time (US & Canada),['#Coachella2015']
3483,negative,yes,Ravenmystar,0,"ACDC, bad religion, and jack white at #Coachella2015 ... Is this KROQ's weenie roast circa 2000? No thank you.","[33.97040231, -117.38783835]",1/6/15 15:41,5.52611e+17,California,,['#Coachella2015']
3484,negative,yes,iviesheacooper,0,The people that spend $5k on a weekend festival are nuuuts. And loaded. #Coachella2015,"[40.43634143, -104.75373426]",1/6/15 15:41,5.52611e+17,Forever a Colorado girl,Arizona,['#Coachella2015']
3485,negative,yes,Doof__,1,Coachella line up this year is so weak . #Coachella2015,,1/6/15 15:39,5.52611e+17,Ricks Trap house.,Pacific Time (US & Canada),['#Coachella2015']
3486,negative,yes,linarosee,0,That sad moment when #Coachella2015 and #BottleRockNapa release their lineups on the same day and I can't afford tickets to either _Ù÷_ _Ù÷_,,1/6/15 15:39,5.5261e+17,"Bay Area, Calif. ",Pacific Time (US & Canada),"['#Coachella2015', '#BottleRockNapa']"
3487,negative,yes,DomDavison,0,Saw #Coachella2015 line up and honestly... this is the first year that I'm not pressed to go.,,1/6/15 15:38,5.5261e+17,Houston & NYC,America/Chicago,['#Coachella2015']
3488,negative,yes,eg_wade,0,"If I wanted to hear AC DC and a whole lot of metallic noise I'd go to Jiffy Lube and save a few thousand dollars
#Coachella2015",,1/6/15 15:29,5.52608e+17,Colorado,Mazatlan,['#Coachella2015']
3489,negative,yes,deemoneyLA,0,#Coachella2015 lineup is trash to be honest... I would only want to see the weeknd but other than that not spending my money on it,"[33.89260291, -118.28798138]",1/6/15 15:28,5.52608e+17,LA Û¢ SLO,Arizona,['#Coachella2015']
3490,negative,yes,mikedamante,0,I'd rather see Mouse Rat and DJ Roomba than most of the acts at #Coachella2015 #ParksandRec @parksandrecnbc,,1/6/15 15:26,5.52607e+17,,Central Time (US & Canada),"['#Coachella2015', '#ParksandRec']"
3491,negative,yes,marlapollaro,0,FM No Static At All:: #steelydan #Coachella2015,,1/6/15 15:25,5.52607e+17,Texas,Central Time (US & Canada),"['#steelydan', '#Coachella2015']"
3492,negative,yes,mandytamm,0,The @coachella line up always breaks my heart. #Coachella2015 #coachellalineup #Coachella,,1/6/15 15:17,5.52605e+17,Berlin,Berlin,"['#Coachella2015', '#coachellalineup', '#Coachella']"
3493,negative,yes,LeoCarvalhoNYC,0,As bad as it gets... #Coachella2015 http://t.co/Ci8nBOibzr,,1/6/15 15:11,5.52603e+17,LONG ISLAND NEW YORK USA,Eastern Time (US & Canada),['#Coachella2015']
3494,negative,yes,Kobe_Dick_,1,RT @shannajac: To everyone going to #Coachella2015 leave your flower crowns at home. #douchebags,,1/6/15 15:10,5.52603e+17,,Pacific Time (US & Canada),"['#Coachella2015', '#douchebags']"
3495,negative,yes,lionessmilaayxo,0,That was such a tease @theweeknd #Coachella2015  _Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ,,1/6/15 15:08,5.52603e+17,California,Central Time (US & Canada),['#Coachella2015']
3496,negative,yes,IrinaNiky,1,RT @Yulyashaa25: Many ppl at my tl tweet about #Coachella2015 and I just.. http://t.co/jLOQZfTJQo,,1/6/15 15:06,5.52602e+17,Russian girl-California dream ,Minsk,['#Coachella2015']
3497,negative,yes,TrivWorks,2,"No Paul McCartney at #Coachella because this is for BIG NAMES ONLY, right Kanye fans? #Coachella2015",,1/6/15 15:04,5.52602e+17,"Brooklyn, NY",Eastern Time (US & Canada),"['#Coachella', '#Coachella2015']"
3498,negative,yes,ArabothCitizen,0,"That coachella list tho. Man AC/DC, Jack White, and Drake? Man it's like a time line of how mainstream is changing! #Coachella2015",,1/6/15 15:00,5.52601e+17,Houston (With The Crocodiles),Central Time (US & Canada),['#Coachella2015']
3499,negative,yes,bitch_hoggle,0,"Honestly don't know what to think about Steely Dan playing #Coachella2015 . Like, just sitting at my desk shaking my head.",,1/6/15 14:58,5.526e+17,"Chicago, IL",Central Time (US & Canada),['#Coachella2015']
3500,negative,yes,rhett_parker44,0,Why are @AZEALIABANKS and @theweeknd playing different dates at #Coachella2015 _Ù÷_ÙÔ_,"[32.30022286, -92.69534924]",1/6/15 14:57,5.526e+17,,Eastern Time (US & Canada),['#Coachella2015']
3501,negative,yes,jackkjanette,1,RT @noteddieayala: I don't like the #coachella2015 line up:(,,1/6/15 14:50,5.52598e+17,los angeles,,['#coachella2015']
3502,negative,yes,Pamelaaranzazu,0,Coachella isn't even good enough his year to buy a ticket to then re-sell #lol #Coachella2015,,1/6/15 14:49,5.52598e+17,Ventura Co.,,"['#lol', '#Coachella2015']"
3503,negative,yes,Atuakoi,0,I want go to #Coachella2015 but that won't happen.,,1/6/15 14:48,5.52598e+17,,Pacific Time (US & Canada),['#Coachella2015']
3504,negative,yes,bestintheleague,0,"""@Raury: Who's responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 http://t.co/v9bOd5DOmG"" _ÙÓ´_ÙÓ´_ÙÓ´",,1/6/15 14:45,5.52597e+17,Pride Rock,Quito,['#Coachella2015']
3505,negative,yes,coljdaly,0,Friday night though....... #Coachella2015,,1/6/15 14:43,5.52596e+17,Dublin,,['#Coachella2015']
3506,negative,yes,michaelleemusic,0,Steely Dan is playing #Coachella2015 - it's the 3rd sign of the apocalypse,,1/6/15 14:42,5.52596e+17,Los Angeles,Pacific Time (US & Canada),['#Coachella2015']
3507,negative,yes,PKaljian,0,In my opinion a better line up that #Coachella2015 .....sorry,,1/6/15 14:40,5.52596e+17,#SF #TheBay,Pacific Time (US & Canada),['#Coachella2015']
3508,negative,yes,Lai_Lai_90,1,RT @nbmorin: Anyone else not completely sold? #Coachella2015 http://t.co/lgNnyH722u,,1/6/15 14:40,5.52596e+17,,,['#Coachella2015']
3509,negative,yes,chelsbieberxo,1,RT @trishbaden: #Coachella2015 lineup sucks. What happened to @kendricklamar and @ScHoolBoyQ? _Ù÷,,1/6/15 14:35,5.52594e+17,"Melbourne, Australia",Melbourne,['#Coachella2015']
3510,negative,yes,Treader,0,Umm. Not sure about this #Coachella2015 lineup. @coachella,,1/6/15 14:34,5.52594e+17,NYC/London,Eastern Time (US & Canada),['#Coachella2015']
3511,negative,yes,sydneytrimming,0,wtf is this lineup _Ù÷_ #Coachella2015 #MakeAWishFoundation #DyingIfIDontGoSo http://t.co/HeS5Hii01I,,1/6/15 14:29,5.52593e+17,CANADA,Mountain Time (US & Canada),"['#Coachella2015', '#MakeAWishFoundation', '#DyingIfIDontGoSo']"
3512,negative,yes,trxppinwithmatt,0,If i see one more #Coachella2015 tweet im gonna cry,,1/6/15 14:25,5.52592e+17,somewhere stalking matt,Atlantic Time (Canada),['#Coachella2015']
3513,negative,yes,beichel,0,Can't picture LA hipsters lining up to buy $$ tickets to see AC/DC but what do I know #Coachella2015,,1/6/15 14:25,5.52592e+17,"New York, NY",Eastern Time (US & Canada),['#Coachella2015']
3514,negative,yes,caoilinnbrown,0,the lineup for #Coachella2015 doesn't look very good :/ theres only abt 5 actually appealing performances,,1/6/15 14:23,5.52591e+17,canada,Atlantic Time (Canada),['#Coachella2015']
3515,negative,yes,AKlahn,0,Anyone else kinda disappointed in #Coachella2015?,,1/6/15 14:19,5.5259e+17,"Viroqua, WI",Central Time (US & Canada),['#Coachella2015']
